,Loan_ID,Unnamed: 1,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Dependents_nan,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Self_Employed_nan,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
138,LP001693,,Female,No,0,Graduate,No,3244,0.0,360.0,1.0,Urban,Y,80.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
139,LP001698,,Male,No,0,Not Graduate,No,3975,2531.0,360.0,1.0,Rural,Y,55.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
140,LP001699,,Male,No,0,Graduate,No,2479,0.0,360.0,1.0,Urban,Y,59.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
141,LP001713,,Male,Yes,1,Graduate,Yes,7787,0.0,360.0,1.0,Urban,Y,240.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
142,LP001715,,Male,Yes,3+,Not Graduate,Yes,5703,0.0,360.0,1.0,Rural,Y,130.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
143,LP001716,,Male,Yes,0,Graduate,No,3173,3021.0,360.0,1.0,Urban,Y,137.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
144,LP001720,,Male,Yes,3+,Not Graduate,No,3850,983.0,360.0,1.0,Semiurban,Y,100.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
145,LP001726,,Male,Yes,0,Graduate,No,3727,1775.0,360.0,1.0,Semiurban,Y,131.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
146,LP001734,,Female,Yes,2,Graduate,No,4283,2383.0,360.0,,Semiurban,Y,127.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
147,LP001743,,Male,Yes,2,Graduate,No,4009,1717.0,360.0,1.0,Semiurban,Y,116.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
148,LP001744,,Male,No,0,Graduate,No,2971,2791.0,360.0,1.0,Semiurban,Y,144.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
149,LP001749,,Male,Yes,0,Graduate,No,7578,1010.0,,1.0,Semiurban,Y,175.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
150,LP001750,,Male,Yes,0,Graduate,No,6250,0.0,360.0,1.0,Semiurban,Y,128.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
151,LP001758,,Male,Yes,2,Graduate,No,6250,1695.0,360.0,1.0,Semiurban,Y,210.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
152,LP001760,,Male,,,Graduate,No,4758,0.0,480.0,1.0,Semiurban,Y,158.0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
153,LP001761,,Male,No,0,Graduate,Yes,6400,0.0,360.0,1.0,Rural,Y,200.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
154,LP001765,,Male,Yes,1,Graduate,No,2491,2054.0,360.0,1.0,Semiurban,Y,104.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
155,LP001768,,Male,Yes,0,Graduate,,3716,0.0,180.0,1.0,Rural,Y,42.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
156,LP001770,,Male,No,0,Not Graduate,No,3189,2598.0,,1.0,Rural,Y,120.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
157,LP001776,,Female,No,0,Graduate,No,8333,0.0,360.0,1.0,Semiurban,Y,280.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
158,LP001778,,Male,Yes,1,Graduate,No,3155,1779.0,360.0,1.0,Semiurban,Y,140.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
159,LP001784,,Male,Yes,1,Graduate,No,5500,1260.0,360.0,1.0,Rural,Y,170.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
160,LP001788,,Female,No,0,Graduate,Yes,3463,0.0,360.0,,Urban,Y,122.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
161,LP001790,,Female,No,1,Graduate,No,3812,0.0,360.0,1.0,Rural,Y,112.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
162,LP001792,,Male,Yes,1,Graduate,No,3315,0.0,360.0,1.0,Semiurban,Y,96.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
163,LP001798,,Male,Yes,2,Graduate,No,5819,5000.0,360.0,1.0,Rural,Y,120.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
164,LP001806,,Male,No,0,Graduate,No,2965,5701.0,60.0,1.0,Urban,Y,155.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
165,LP001807,,Male,Yes,2,Graduate,Yes,6250,1300.0,360.0,1.0,Rural,Y,108.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
166,LP001811,,Male,Yes,0,Not Graduate,No,3406,4417.0,360.0,1.0,Semiurban,Y,123.0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
167,LP001814,,Male,Yes,2,Graduate,No,9703,0.0,360.0,1.0,Urban,Y,112.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
168,LP001819,,Male,Yes,1,Not Graduate,No,6608,0.0,180.0,1.0,Urban,Y,137.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
169,LP001824,,Male,Yes,1,Graduate,No,2882,1843.0,480.0,1.0,Semiurban,Y,123.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
170,LP001825,,Male,Yes,0,Graduate,No,1809,1868.0,360.0,1.0,Urban,Y,90.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
171,LP001841,,Male,No,0,Not Graduate,Yes,2583,2167.0,360.0,1.0,Rural,Y,104.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
172,LP001843,,Male,Yes,1,Not Graduate,No,2661,7101.0,180.0,1.0,Semiurban,Y,279.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
173,LP001846,,Female,No,3+,Graduate,No,3083,0.0,360.0,1.0,Rural,Y,255.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
174,LP001865,,Male,Yes,1,Graduate,No,6083,4250.0,360.0,,Urban,Y,330.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
175,LP001868,,Male,No,0,Graduate,No,2060,2209.0,360.0,1.0,Semiurban,Y,134.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
176,LP001871,,Female,No,0,Graduate,No,7200,0.0,360.0,1.0,Rural,Y,120.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
177,LP001872,,Male,No,0,Graduate,Yes,5166,0.0,360.0,1.0,Semiurban,Y,128.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
178,LP001875,,Male,No,0,Graduate,No,4095,3447.0,360.0,1.0,Rural,Y,151.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
179,LP001877,,Male,Yes,2,Graduate,No,4708,1387.0,360.0,1.0,Semiurban,Y,150.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
180,LP001882,,Male,Yes,3+,Graduate,No,4333,1811.0,360.0,0.0,Urban,Y,160.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
181,LP001884,,Female,No,1,Graduate,No,2876,1560.0,360.0,1.0,Urban,Y,90.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
182,LP001888,,Female,No,0,Graduate,No,3237,0.0,360.0,1.0,Urban,Y,30.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
183,LP001891,,Male,Yes,0,Graduate,No,11146,0.0,360.0,1.0,Urban,Y,136.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
184,LP001892,,Male,No,0,Graduate,No,2833,1857.0,360.0,1.0,Rural,Y,126.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
185,LP001894,,Male,Yes,0,Graduate,No,2620,2223.0,360.0,1.0,Semiurban,Y,150.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
186,LP001896,,Male,Yes,2,Graduate,No,3900,0.0,360.0,1.0,Semiurban,Y,90.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
187,LP001900,,Male,Yes,1,Graduate,No,2750,1842.0,360.0,1.0,Semiurban,Y,115.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
188,LP001903,,Male,Yes,0,Graduate,No,3993,3274.0,360.0,1.0,Semiurban,Y,207.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
189,LP001904,,Male,Yes,0,Graduate,No,3103,1300.0,360.0,1.0,Urban,Y,80.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
190,LP001907,,Male,Yes,0,Graduate,No,14583,0.0,360.0,1.0,Semiurban,Y,436.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
191,LP001908,,Female,Yes,0,Not Graduate,No,4100,0.0,360.0,,Rural,Y,124.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
192,LP001914,,Male,Yes,0,Graduate,No,3927,800.0,360.0,1.0,Semiurban,Y,112.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
193,LP001915,,Male,Yes,2,Graduate,No,2301,985.7999877999998,180.0,1.0,Urban,Y,78.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
194,LP001917,,Female,No,0,Graduate,No,1811,1666.0,360.0,1.0,Urban,Y,54.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
195,LP001924,,Male,No,0,Graduate,No,3158,3053.0,360.0,1.0,Rural,Y,89.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
196,LP001926,,Male,Yes,0,Graduate,No,3704,2000.0,360.0,1.0,Rural,Y,120.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
197,LP001931,,Female,No,0,Graduate,No,4124,0.0,360.0,1.0,Semiurban,Y,115.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
198,LP001935,,Male,No,0,Graduate,No,9508,0.0,360.0,1.0,Rural,Y,187.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
199,LP001936,,Male,Yes,0,Graduate,No,3075,2416.0,360.0,1.0,Rural,Y,139.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
200,LP001940,,Male,Yes,2,Graduate,No,3153,1560.0,360.0,1.0,Urban,Y,134.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
201,LP001947,,Male,Yes,0,Graduate,No,2383,3334.0,360.0,1.0,Semiurban,Y,172.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
202,LP001949,,Male,Yes,3+,Graduate,,4416,1250.0,360.0,1.0,Urban,Y,110.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
203,LP001953,,Male,Yes,1,Graduate,No,6875,0.0,360.0,1.0,Semiurban,Y,200.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
204,LP001954,,Female,Yes,1,Graduate,No,4666,0.0,360.0,1.0,Urban,Y,135.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
205,LP001972,,Male,Yes,,Not Graduate,No,2875,1750.0,360.0,1.0,Semiurban,Y,105.0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
206,LP001974,,Female,No,0,Graduate,No,5000,0.0,360.0,1.0,Rural,Y,132.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
207,LP001977,,Male,Yes,1,Graduate,No,1625,1803.0,360.0,1.0,Urban,Y,96.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
208,LP001978,,Male,No,0,Graduate,No,4000,2500.0,360.0,1.0,Rural,Y,140.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
209,LP001993,,Female,No,0,Graduate,No,3762,1666.0,360.0,1.0,Rural,Y,135.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
210,LP001998,,Male,Yes,2,Not Graduate,No,7667,0.0,360.0,,Rural,Y,185.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
211,LP002002,,Female,No,0,Graduate,No,2917,0.0,360.0,1.0,Semiurban,Y,84.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
212,LP002004,,Male,No,0,Not Graduate,No,2927,2405.0,360.0,1.0,Semiurban,Y,111.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
213,LP002006,,Female,No,0,Graduate,No,2507,0.0,360.0,1.0,Rural,Y,56.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
214,LP002008,,Male,Yes,2,Graduate,Yes,5746,0.0,84.0,,Rural,Y,144.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
215,LP002031,,Male,Yes,1,Not Graduate,No,3399,1640.0,180.0,1.0,Urban,Y,111.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
216,LP002035,,Male,Yes,2,Graduate,No,3717,0.0,360.0,1.0,Semiurban,Y,120.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
217,LP002036,,Male,Yes,0,Graduate,No,2058,2134.0,360.0,,Urban,Y,88.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
218,LP002043,,Female,No,1,Graduate,No,3541,0.0,360.0,,Semiurban,Y,112.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
219,LP002051,,Male,Yes,0,Graduate,No,2400,2167.0,360.0,1.0,Semiurban,Y,115.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
220,LP002053,,Male,Yes,3+,Graduate,No,4342,189.0,360.0,1.0,Semiurban,Y,124.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
221,LP002054,,Male,Yes,2,Not Graduate,No,3601,1590.0,360.0,1.0,Rural,Y,,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
222,LP002055,,Female,No,0,Graduate,No,3166,2985.0,360.0,,Rural,Y,132.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
223,LP002065,,Male,Yes,3+,Graduate,No,15000,0.0,360.0,1.0,Rural,Y,300.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
224,LP002068,,Male,No,0,Graduate,No,4917,0.0,360.0,0.0,Rural,Y,130.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
225,LP002082,,Male,Yes,0,Graduate,Yes,5818,2160.0,360.0,1.0,Semiurban,Y,184.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
226,LP002087,,Female,No,0,Graduate,No,2500,0.0,360.0,1.0,Urban,Y,67.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
227,LP002097,,Male,No,1,Graduate,No,4384,1793.0,360.0,1.0,Urban,Y,117.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
228,LP002098,,Male,No,0,Graduate,No,2935,0.0,360.0,1.0,Semiurban,Y,98.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
229,LP002100,,Male,No,,Graduate,No,2833,0.0,360.0,1.0,Urban,Y,71.0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
230,LP002101,,Male,Yes,0,Graduate,,63337,0.0,180.0,1.0,Urban,Y,490.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
231,LP002103,,,Yes,1,Graduate,Yes,9833,1833.0,180.0,1.0,Urban,Y,182.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
232,LP002106,,Male,Yes,,Graduate,Yes,5503,4490.0,,1.0,Semiurban,Y,70.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
233,LP002110,,Male,Yes,1,Graduate,,5250,688.0,360.0,1.0,Rural,Y,160.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
234,LP002112,,Male,Yes,2,Graduate,Yes,2500,4600.0,360.0,1.0,Rural,Y,176.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
235,LP002114,,Female,No,0,Graduate,No,4160,0.0,360.0,1.0,Semiurban,Y,71.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
236,LP002119,,Male,Yes,1,Not Graduate,No,4554,1229.0,360.0,1.0,Urban,Y,158.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
237,LP002126,,Male,Yes,3+,Not Graduate,No,3173,0.0,360.0,1.0,Semiurban,Y,74.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
238,LP002128,,Male,Yes,2,Graduate,,2583,2330.0,360.0,1.0,Rural,Y,125.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
239,LP002129,,Male,Yes,0,Graduate,No,2499,2458.0,360.0,1.0,Semiurban,Y,160.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
240,LP002131,,Male,Yes,2,Not Graduate,No,3083,2168.0,360.0,1.0,Urban,Y,126.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
241,LP002137,,Male,Yes,0,Graduate,No,6333,4583.0,360.0,,Semiurban,Y,259.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
242,LP002138,,Male,Yes,0,Graduate,No,2625,6250.0,360.0,1.0,Rural,Y,187.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
243,LP002139,,Male,Yes,0,Graduate,No,9083,0.0,360.0,1.0,Semiurban,Y,228.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
244,LP002141,,Male,Yes,3+,Graduate,No,2666,2083.0,360.0,1.0,Rural,Y,95.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
245,LP002143,,Female,Yes,0,Graduate,No,2423,505.0,360.0,1.0,Semiurban,Y,130.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
246,LP002144,,Female,No,,Graduate,No,3813,0.0,180.0,1.0,Urban,Y,116.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
247,LP002149,,Male,Yes,2,Graduate,No,8333,3167.0,360.0,1.0,Rural,Y,165.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
248,LP002160,,Male,Yes,3+,Graduate,No,5167,3167.0,360.0,1.0,Semiurban,Y,200.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
249,LP002170,,Male,Yes,2,Graduate,No,5000,3667.0,360.0,1.0,Semiurban,Y,236.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
250,LP002175,,Male,Yes,0,Graduate,No,4750,2333.0,360.0,1.0,Urban,Y,130.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
251,LP002178,,Male,Yes,0,Graduate,No,3013,3033.0,300.0,,Urban,Y,95.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
252,LP002180,,Male,No,0,Graduate,Yes,6822,0.0,360.0,1.0,Rural,Y,141.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
253,LP002190,,Male,Yes,1,Graduate,No,6325,0.0,360.0,1.0,Semiurban,Y,175.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
254,LP002194,,Female,No,0,Graduate,Yes,15759,0.0,360.0,1.0,Semiurban,Y,55.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
255,LP002197,,Male,Yes,2,Graduate,No,5185,0.0,360.0,1.0,Semiurban,Y,155.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
256,LP002201,,Male,Yes,2,Graduate,Yes,9323,7873.0,300.0,1.0,Rural,Y,380.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
257,LP002209,,Female,No,0,Graduate,,2764,1459.0,360.0,1.0,Urban,Y,110.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
258,LP002211,,Male,Yes,0,Graduate,No,4817,923.0,180.0,1.0,Urban,Y,120.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
259,LP002219,,Male,Yes,3+,Graduate,No,8750,4996.0,360.0,1.0,Rural,Y,130.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
260,LP002223,,Male,Yes,0,Graduate,No,4310,0.0,360.0,,Semiurban,Y,130.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
261,LP002225,,Male,Yes,2,Graduate,No,5391,0.0,360.0,1.0,Urban,Y,130.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
262,LP002226,,Male,Yes,0,Graduate,,3333,2500.0,360.0,1.0,Semiurban,Y,128.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
263,LP002229,,Male,No,0,Graduate,No,5941,4232.0,360.0,1.0,Semiurban,Y,296.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
264,LP002231,,Female,No,0,Graduate,No,6000,0.0,360.0,1.0,Urban,Y,156.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
265,LP002234,,Male,No,0,Graduate,Yes,7167,0.0,360.0,1.0,Urban,Y,128.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
266,LP002237,,Male,No,1,Graduate,,3667,0.0,180.0,1.0,Urban,Y,113.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
267,LP002239,,Male,No,0,Not Graduate,No,2346,1600.0,360.0,1.0,Semiurban,Y,132.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
268,LP002244,,Male,Yes,0,Graduate,No,2333,2417.0,360.0,1.0,Urban,Y,136.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
269,LP002250,,Male,Yes,0,Graduate,No,5488,0.0,360.0,1.0,Rural,Y,125.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
270,LP002255,,Male,No,3+,Graduate,No,9167,0.0,360.0,1.0,Rural,Y,185.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
271,LP002262,,Male,Yes,3+,Graduate,No,9504,0.0,360.0,1.0,Rural,Y,275.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
272,LP002263,,Male,Yes,0,Graduate,No,2583,2115.0,360.0,,Urban,Y,120.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
273,LP002265,,Male,Yes,2,Not Graduate,No,1993,1625.0,180.0,1.0,Semiurban,Y,113.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
274,LP002266,,Male,Yes,2,Graduate,No,3100,1400.0,360.0,1.0,Urban,Y,113.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
275,LP002272,,Male,Yes,2,Graduate,No,3276,484.0,360.0,,Semiurban,Y,135.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
276,LP002281,,Male,Yes,0,Graduate,No,3033,1459.0,360.0,1.0,Urban,Y,95.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
277,LP002284,,Male,No,0,Not Graduate,No,3902,1666.0,360.0,1.0,Rural,Y,109.0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
278,LP002297,,Male,No,0,Graduate,No,2500,20000.0,360.0,1.0,Semiurban,Y,103.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
279,LP002300,,Female,No,0,Not Graduate,No,1963,0.0,360.0,1.0,Semiurban,Y,53.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
